# Метеостанция Астана, Казахстан, WMO_ID=35188, выборка с 04.01.2018 по 31.08.2018, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=35188&lang=ru
#
"Местное время в Астане";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.03.2018 02:00";"-15.1";"732.7";"767.2";"-0.9";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"";"";"";"";"";"";"-18.5";"";"";"";"";"";"";
"03.03.2018 23:00";"-14.1";"733.6";"768.1";"-1.2";"73";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"-9.2";"";"";"";"";"";"";"-17.9";"";"";"";"";"";"";
"03.03.2018 20:00";"-13.7";"734.8";"769.2";"-0.4";"73";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"-9.2";"";"";"";"";"";"";"-17.5";"";"";"";"";"";"";
"03.03.2018 17:00";"-10.1";"735.2";"769.2";"-0.8";"48";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-19.0";"";"";"";"";"";"";
"03.03.2018 14:00";"-9.7";"736.0";"769.9";"-1.3";"52";"Ветер, дующий с юга";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-17.9";"";"";"";"";"";"";
"03.03.2018 11:00";"-13.7";"737.3";"771.8";"-0.6";"61";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";" ";"";"";"-18.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"10.0";"-19.6";"0.1";"12";"";"";"";"";
"03.03.2018 08:00";"-18.5";"737.9";"773.2";"-0.1";"77";"Ветер, дующий с юго-юго-запада";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-21.5";"0.1";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"20.0";
"03.03.2018 05:00";"-16.5";"738.0";"772.9";"-0.1";"76";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1500-2000";"";"";"";"-19.7";"";"";"";"";"";"";
"03.03.2018 02:00";"-17.0";"738.1";"773.1";"0.2";"76";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1500-2000";"";"";"";"-20.2";"";"";"";"";"";"";
"02.03.2018 23:00";"-17.0";"737.9";"772.9";"0.8";"76";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Снег неливневый. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"-14.1";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1500-2000";"";"";"";"-20.2";"Следы осадков";"12";"";"";"";"";
"02.03.2018 20:00";"-17.1";"737.1";"772.0";"0.9";"74";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"-14.1";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"";"-20.6";"Следы осадков";"12";"";"";"";"";
"02.03.2018 17:00";"-15.1";"736.2";"770.8";"0.6";"65";"Ветер, дующий с запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-20.2";"";"";"";"";"";"";
"02.03.2018 14:00";"-15.5";"735.6";"770.3";"-0.4";"62";"Ветер, дующий с западо-юго-запада";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-21.1";"";"";"";"";"";"";
"02.03.2018 11:00";"-19.4";"736.0";"771.2";"0.6";"78";"Ветер, дующий с юго-запада";"3";"";"";"Облаков нет.";"Алмазная пыль (с туманом или без него). ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"-25.9";"";"";"";"";"";"";"4.0";"-22.3";"";"";"";"";"";"";
"02.03.2018 08:00";"-25.1";"735.4";"771.4";"0.5";"75";"Ветер, дующий с юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-28.2";"";"";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"20.0";
"02.03.2018 05:00";"-25.5";"734.9";"771.0";"-0.1";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-28.6";"";"";"";"";"";"";
"02.03.2018 02:00";"-24.3";"735.0";"770.9";"0.1";"76";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-27.3";"";"";"";"";"";"";
"01.03.2018 23:00";"-20.9";"734.9";"770.3";"0.7";"80";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"-14.0";"";"";"";"";"";"";"-23.4";"";"";"";"";"";"";
"01.03.2018 20:00";"-18.8";"734.2";"769.3";"0.9";"78";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"-14.0";"";"";"";"";"";"";"-21.7";"";"";"";"";"";"";
"01.03.2018 17:00";"-15.4";"733.3";"767.9";"0.3";"68";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-20.0";"";"";"";"";"";"";
"01.03.2018 14:00";"-14.4";"733.0";"767.4";"0.3";"60";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-20.5";"";"";"";"";"";"";
"01.03.2018 11:00";"-16.7";"732.7";"767.4";"1.1";"70";"Ветер, дующий с северо-запада";"3";"";"";"Облаков нет.";" ";"";"";"-20.9";"";"";"";"";"";"";"10.0";"-20.9";"0.1";"12";"";"";"";"";
"01.03.2018 08:00";"-20.8";"731.6";"766.9";"0.4";"79";"Ветер, дующий с запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-23.5";"0.1";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"20.0";
"01.03.2018 05:00";"-19.0";"731.2";"766.2";"0.5";"81";"Ветер, дующий с запада";"2";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"Метель";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"";"";"";"";"";"";"-21.4";"";"";"";"";"";"";
"01.03.2018 02:00";"-16.1";"730.7";"765.2";"1.0";"81";"Ветер, дующий с запада";"3";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"Метель";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"";"";"";"";"";"";"-18.7";"";"";"";"";"";"";
"28.02.2018 23:00";"-11.2";"729.7";"763.6";"0.2";"81";"Ветер, дующий с западо-северо-запада";"4";"";"";"20–30%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Снег и/или другие виды твердых осадков";"Метель";"";"-5.1";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"20–30%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-13.8";"0.2";"12";"";"";"";"";
"28.02.2018 20:00";"-7.4";"729.5";"762.8";"1.2";"86";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"-5.1";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"";"-9.3";"0.2";"12";"";"";"";"";
"28.02.2018 17:00";"-7.4";"728.3";"761.5";"0.6";"83";"Ветер, дующий с западо-юго-запада";"2";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Морось.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-9.8";"";"";"";"";"";"";
"28.02.2018 14:00";"-5.7";"727.7";"760.7";"0.7";"83";"Ветер, дующий с западо-северо-запада";"3";"";"";"100%.";"Морось (незамерзающая) или снежные зерна неливневые. ";"Снег и/или другие виды твердых осадков";"Морось.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"10.0";"-8.1";"";"";"";"";"";"";
"28.02.2018 11:00";"-6.0";"727.0";"760.0";"0.3";"90";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";"Морось замерзающая слабая.  Диаметр отложения при гололеде составляет 1 мм.";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-7.9";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"-7.4";"Следы осадков";"12";"";"";"";"";
"28.02.2018 08:00";"-7.9";"726.7";"760.0";"-0.1";"91";"Ветер, дующий с северо-востока";"2";"";"";"100%.";"Замерзающая морось или замерзающий дождь неливневые. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"4.0";"-9.1";"Следы осадков";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"19.0";
"28.02.2018 05:00";"-5.1";"726.8";"759.7";"-0.2";"85";"Ветер, дующий с севера";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Метель";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"";"-7.2";"";"";"";"";"";"";
"28.02.2018 02:00";"-5.5";"727.0";"759.9";"-1.9";"82";"Ветер, дующий с востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Метель";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"";"-8.1";"";"";"";"";"";"";
"27.02.2018 23:00";"-4.8";"728.9";"761.8";"-1.4";"72";"Ветер, дующий с востока";"4";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Метель";"Метель";"";"-2.9";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"";"-9.2";"";"";"";"";"";"";
"27.02.2018 20:00";"-3.6";"730.3";"763.1";"-1.8";"66";"Ветер, дующий с востоко-северо-востока";"4";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Метель";"Метель";"";"-2.9";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"";"-9.2";"";"";"";"";"";"";
"27.02.2018 17:00";"-3.7";"732.1";"765.0";"-1.2";"60";"Ветер, дующий с востока";"4";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Метель";"Метель";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-10.5";"";"";"";"";"";"";
"27.02.2018 14:00";"-3.4";"733.3";"766.3";"-1.4";"62";"Ветер, дующий с востоко-северо-востока";"4";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Метель";"Метель";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-9.8";"";"";"";"";"";"";
"27.02.2018 11:00";"-8.7";"734.7";"768.4";"-1.3";"89";"Ветер, дующий с востоко-северо-востока";"4";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Метель";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"-11.0";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-10.2";"";"";"";"";"";"";
"27.02.2018 08:00";"-10.9";"736.0";"770.1";"0.6";"89";"Ветер, дующий с северо-востока";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-12.4";"";"";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"19.0";
"27.02.2018 05:00";"-8.5";"735.4";"769.2";"-0.6";"91";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"";"";"";"";"";"";"-9.7";"";"";"";"";"";"";
"27.02.2018 02:00";"-7.6";"736.0";"769.6";"-0.4";"92";"Ветер, дующий с востоко-северо-востока";"3";"";"";"100%.";"Дымка. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"";"-8.7";"";"";"";"";"";"";
"26.02.2018 23:00";"-6.5";"736.4";"769.9";"0.5";"93";"Ветер, дующий с северо-востока";"2";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман с отложением изморози, неба не видно. ";"Снег и/или другие виды твердых осадков";"Туман или ледяной туман или сильная мгла.";"";"-0.2";"";"";"";"";"";"";"-7.4";"0.1";"12";"";"";"";"";
"26.02.2018 20:00";"-4.7";"735.9";"769.1";"0.4";"95";"Ветер, дующий с востоко-северо-востока";"3";"";"";"100%.";"Морось (незамерзающая) или снежные зерна неливневые. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-0.2";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"";"-5.4";"0.1";"12";"";"";"";"";
"26.02.2018 17:00";"-2.5";"735.5";"768.4";"0.1";"87";"Ветер, дующий с северо-востока";"2";"";"";"100%.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"4.0";"-4.4";"";"";"";"";"";"";
"26.02.2018 14:00";"-1.1";"735.4";"768.2";"-0.2";"82";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"10.0";"-3.9";"";"";"";"";"";"";
"26.02.2018 11:00";"-4.1";"735.6";"768.7";"0.3";"94";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Снежные зерна (с туманом или без него). ";"Снег и/или другие виды твердых осадков";"Морось.";"-10.1";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"4.0";"-4.9";"0.2";"12";"";"";"";"";
"26.02.2018 08:00";"-5.6";"735.3";"768.6";"0.2";"93";"Штиль, безветрие";"0";"";"";"100%.";"Замерзающая морось или замерзающий дождь неливневые. ";"Снег и/или другие виды твердых осадков";"Морось.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"4.0";"-6.5";"0.2";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"21.0";
"26.02.2018 05:00";"-7.5";"735.1";"768.7";"-0.6";"91";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"";"-8.7";"";"";"";"";"";"";
"26.02.2018 02:00";"-9.7";"735.7";"769.6";"-0.7";"89";"Ветер, дующий с юга";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"-11.2";"";"";"";"";"";"";
"25.02.2018 23:00";"-9.2";"736.4";"770.3";"-0.3";"72";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"-4.5";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-13.3";"";"";"";"";"";"";
"25.02.2018 20:00";"-7.6";"736.7";"770.4";"-0.5";"74";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"-4.5";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-11.4";"";"";"";"";"";"";
"25.02.2018 17:00";"-6.1";"737.2";"770.8";"-0.4";"69";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-11.0";"";"";"";"";"";"";
"25.02.2018 14:00";"-5.4";"737.6";"771.1";"-0.8";"60";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-12.1";"";"";"";"";"";"";
"25.02.2018 11:00";"-10.3";"738.4";"772.5";"-0.4";"75";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"-19.2";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-13.9";"";"";"";"";"";"";
"25.02.2018 08:00";"-15.4";"738.8";"773.6";"0.1";"83";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-17.6";"";"";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"21.0";
"25.02.2018 05:00";"-18.7";"738.7";"774.0";"-0.1";"82";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"";"";"";"";"";"";"-21.1";"";"";"";"";"";"";
"25.02.2018 02:00";"-18.4";"738.8";"774.1";"0.0";"82";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-20.8";"";"";"";"";"";"";
"24.02.2018 23:00";"-15.7";"738.8";"773.7";"0.6";"84";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"-8.9";"";"";"";"";"";"";"-17.8";"Следы осадков";"12";"";"";"";"";
"24.02.2018 20:00";"-14.7";"738.2";"772.9";"0.9";"86";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"-8.9";"";"";"";"";"";"";"-16.5";"Следы осадков";"12";"";"";"";"";
"24.02.2018 17:00";"-11.4";"737.3";"771.5";"1.0";"73";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-15.4";"";"";"";"";"";"";
"24.02.2018 14:00";"-9.3";"736.3";"770.2";"0.8";"67";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-14.3";"";"";"";"";"";"";
"24.02.2018 11:00";"-10.8";"735.5";"769.6";"1.2";"72";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";"Дымка. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-13.2";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"4.0";"-14.9";"1.0";"12";"";"";"";"";
"24.02.2018 08:00";"-12.7";"734.3";"768.6";"0.7";"84";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Снег и/или другие виды твердых осадков";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-14.8";"1.0";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"21.0";
"24.02.2018 05:00";"-12.0";"733.6";"767.8";"0.0";"85";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"-14.1";"";"";"";"";"";"";
"24.02.2018 02:00";"-11.8";"733.6";"767.6";"-0.3";"84";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"-14.0";"";"";"";"";"";"";
"23.02.2018 23:00";"-12.1";"733.9";"768.1";"-0.2";"85";"Ветер, дующий с запада";"1";"";"";"100%.";"Дымка. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-8.8";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"-14.2";"0.2";"12";"";"";"";"";
